cvssScore,desc_length,num_keywords,num_digits,tfidf_jsp,tfidf_page,severity_encoded,cwe_encoded,tfidf_2000,tfidf_access,tfidf_aka,tfidf_allow,tfidf_allows,tfidf_an,tfidf_and,tfidf_arbitrary,tfidf_as,tfidf_attack,tfidf_attacker,tfidf_attackers,tfidf_authentication,tfidf_before,tfidf_buffer,tfidf_by,tfidf_bypass,tfidf_cause,tfidf_cgi,tfidf_characters,tfidf_client,tfidf_code,tfidf_commands,tfidf_configuration,tfidf_contains,tfidf_could,tfidf_cross,tfidf_denial,tfidf_directory,tfidf_does,tfidf_dot,tfidf_earlier,tfidf_error,tfidf_execute,tfidf_explorer,tfidf_file,tfidf_files,tfidf_for,tfidf_from,tfidf_function,tfidf_gain,tfidf_get,tfidf_html,tfidf_http,tfidf_in,tfidf_information,tfidf_internet,tfidf_is,tfidf_javascript,tfidf_local,tfidf_long,tfidf_malformed,tfidf_malicious,tfidf_message,tfidf_microsoft,tfidf_not,tfidf_obtain,tfidf_of,tfidf_on,tfidf_or,tfidf_other,tfidf_overflow,tfidf_parameter,tfidf_password,tfidf_passwords,tfidf_php,tfidf_possibly,tfidf_privileges,tfidf_program,tfidf_properly,tfidf_read,tfidf_remote,tfidf_request,tfidf_root,tfidf_script,tfidf_scripting,tfidf_sensitive,tfidf_server,tfidf_service,tfidf_session,tfidf_site,tfidf_source,tfidf_sql,tfidf_such,tfidf_that,tfidf_the,tfidf_through,tfidf_to,tfidf_traversal,tfidf_url,tfidf_user,tfidf_users,tfidf_using,tfidf_via,tfidf_vulnerability,tfidf_web,tfidf_when,tfidf_which,tfidf_windows,tfidf_with,label
0.0,128,1,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.10549634230890065,0.0,0.0,0.17716768132149546,0.0,0.3259239507185723,0.0,0.11646170619846108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2803464176873141,0.0,0.5829376163825806,0.0,0.0,0.0,0.0,0.0,0.23122572724680363,0.0,0.0,0.0,0.0,0.0,0.0,0.22166444681774136,0.1341062347075889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24902027323269782,0.10930700787825036,0.0,0.0,0.0,0.0,0.0,0.19054976613761446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0935219440595126,0.323073196717143,0.0,0.0,0.0,0.0,0.13462079891729778,0.23913034811717335,0.0,0.0,0.0,0.0,0.0,1
0.0,153,1,4,0.0,0.0,2,0,0.0,0.0,0.0,0.23973861866005874,0.0,0.18358724288796485,0.12830848806698872,0.0,0.0,0.0,0.0,0.09546698491379231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2636911447064743,0.0,0.0,0.0,0.1099307085872322,0.0,0.0,0.0,0.0,0.0,0.0,0.30129016690682003,0.0,0.0,0.5319829398985882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2801154956970785,0.0,0.0,0.0,0.08960207447332241,0.0,0.0,0.0,0.0,0.0,0.1561990824536509,0.0,0.0,0.0,0.0,0.5467161091254132,0.0,0.0,0.0,0.0,0.07666260708411289,0.0,0.0,0.0,0.0,0.0,0.11035251155791635,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,264,1,6,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.09393237836242292,0.0,0.13936805706820443,0.0,0.0,0.0,0.0,0.1036957757202187,0.3213350766421961,0.0,0.0,0.4021719061628405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503962860186405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19736673549320358,0.11940620218309066,0.27287527045512217,0.0,0.26129621569092687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29552974401000603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09732533846169089,0.0,0.0,0.0,0.0,0.3272599171586826,0.16966268534031909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11089144171083083,0.3090109208605487,0.0832705517776641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796883611647941,0.0,0.24011348608364985,1
0.0,124,0,2,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.23770682456559528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6145721806548441,0.0,0.0,0.0,0.0,0.39258284996188786,0.0,0.3590938504461956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3252785848731668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19101993843838716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3506545148902346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13218717538633315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,151,0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.2986889965119606,0.0,0.0,0.15985882357584758,0.18094049948498908,0.0,0.33286456083446164,0.30611412909791813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953513794959607,0.0,0.0,0.0,0.0,0.0,0.2361497213811555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18380646176619853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25432320547701387,0.11163472059449829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254390794984647,0.0,0.09551351095591898,0.0,0.0,0.0,0.0,0.0,0.13748757344158336,0.0,0.1846840122817451,0.0,0.0,0.0,0.0,1
0.0,206,0,3,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.08257958938875323,0.0,0.12252385308711336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17678244420938405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2064055857356616,0.0,0.0,0.0,0.0,0.0,0.349171652766943,0.0,0.0,0.0,0.0,0.0,0.0,0.1049746138515185,0.47979042331038296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25072985399848186,0.0,0.23377952568782323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0855624719335655,0.0,0.0,0.0,0.0,0.0,0.14915703332815514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19497791672803264,0.0,0.0732063649814418,0.0,0.0,0.23131309543960643,0.46589545681899863,0.0,0.0,0.0,0.2831022558803064,0.0,0.0,0.0,0.0,1
0.0,307,1,10,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.06570248384787575,0.0,0.19496637215132331,0.0,0.38029067167758357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14858690620936302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14463787145121493,0.0,0.0,0.0,0.0,0.0,0.0,0.19781781761761183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5959388948335771,0.0,0.1670411035479361,0.0,0.18533931297688122,0.0,0.0,0.0,0.0,0.0,0.22890711164806574,0.0,0.2020887031734654,0.0,0.0,0.11208664691418689,0.0,0.16157924069857296,0.0,0.0,0.0,0.0,0.0,0.0,0.19864629827785904,0.0,0.0,0.0,0.0,0.06807574331394098,0.0,0.0,0.0,0.0,0.0,0.0,0.1412476564070271,0.0,0.19619679334303225,0.0,0.0,0.23657959342688575,0.0,0.0,0.0,0.05824490105069405,0.0,0.0,0.0,0.0,0.0,0.08384101925120155,0.0,0.1126217842202439,0.0,0.0,0.0,0.0,1
0.0,177,0,3,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.1143625981434133,0.0,0.33936100378557976,0.0,0.0,0.0,0.0,0.12624952688949453,0.0,0.0,0.2898526347793553,0.0,0.0,0.2586323019923976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25175856071731695,0.0,0.0,0.0,0.28584640866788025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2907539179601738,0.0,0.0,0.0,0.0,0.0,0.2882303046549766,0.0,0.0,0.0,0.0,0.0,0.0,0.1950994758123479,0.0,0.0,0.0,0.30203570898856963,0.0,0.37232653617538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11849352444501376,0.0,0.0,0.0,0.0,0.0,0.0,0.24585750830633205,0.0,0.0,0.0,0.0,0.0,0.0,0.13501024467823738,0.0,0.10138183250706366,0.0,0.0,0.0,0.0,0.0,0.14593476884008766,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,402,1,9,0.0,0.0,2,0,0.0,0.0,0.0,0.2206667610842225,0.0,0.0,0.1181011997132739,0.1336760122956693,0.0,0.0,0.0,0.08787232724183795,0.0,0.0,0.20174353284930893,0.0,0.0,0.18001352429524983,0.0,0.0,0.0,0.0,0.1874275560467262,0.0,0.0,0.0,0.0,0.17522925573138978,0.0,0.0,0.0,0.0,0.0,0.15393487290315105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16724957451213213,0.40474168981569303,0.0,0.0,0.22142374086864658,0.0,0.0,0.4012287138917477,0.0,0.0,0.0,0.0,0.0,0.0,0.27158668084831067,0.0,0.19575378014881728,0.0,0.0,0.0,0.0,0.28863946148819636,0.0,0.0,0.0,0.0,0.0,0.0,0.08247398633964625,0.0,0.0,0.0,0.0,0.0,0.0,0.17112199908413772,0.0,0.0,0.0,0.0,0.0,0.18516149243396302,0.18793994232946126,0.0,0.07056388868875206,0.0,0.0,0.0,0.0,0.0,0.20314733970769816,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,155,2,4,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.10527138142081845,0.0,0.15619180680060982,0.17678988813874372,0.0,0.0,0.0,0.11621336271772446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20358274079126953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26764053190536646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3196271413945184,0.0,0.29801908436726393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24848926125075754,0.10907392110929018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6655255484478545,0.0,0.0,0.12427765015811972,0.0,0.0933225174336188,0.0,0.0,0.0,0.0,0.0,0.13433373290329234,0.23862042545727366,0.0,0.0,0.0,0.0,0.0,1
